city,state,postcode,country,can_contact,sold_date,event_date,event_desc,num_tickets,estimated_price,is_international,region_category,sold_month,event_month,days_until_event,total_value
Bexley,NSW,2207,AU,Y,2025-02-24,2025-04-18,Single Day Entry,1,50,False,Australia,2025-02,2025-04,53,50
West Nowra,NSW,2541,AU,Y,2025-02-24,2025-04-12,Reserved Seating,2,50,False,Australia,2025-02,2025-04,47,100
West Nowra,NSW,2541,AU,Y,2025-02-24,2025-04-12,Reserved Seating,1,50,False,Australia,2025-02,2025-04,47,50
West Nowra,NSW,2541,AU,Y,2025-02-24,2025-04-12,Reserved Seating,2,50,False,Australia,2025-02,2025-04,47,100
Rosemeadow,NSW,2560,AU,Y,2025-02-24,2025-04-13,Single Day Entry,1,50,False,Australia,2025-02,2025-04,48,50
Bensville,NSW,2251,AU,Y,2025-02-24,2025-04-14,Single Day Entry,1,50,False,Australia,2025-02,2025-04,49,50
Auburn,NSW,2144,AU,Y,2025-02-24,2025-04-14,Single Day Entry,2,50,False,Australia,2025-02,2025-04,49,100
Greystanes,NSW,2145,AU,Y,2025-02-24,2025-04-15,Single Day Entry,2,50,False,Australia,2025-02,2025-04,50,100
Greystanes,NSW,2145,AU,Y,2025-02-24,2025-04-15,Single Day Entry,8,50,False,Australia,2025-02,2025-04,50,400
Berowra,NSW,2081,AU,Y,2025-02-24,2025-04-14,Big Bush BBQ,2,20,False,Australia,2025-02,2025-04,49,40
Berowra,NSW,2081,AU,Y,2025-02-24,2025-04-14,Single Day Entry,1,50,False,Australia,2025-02,2025-04,49,50
Berowra,NSW,2081,AU,Y,2025-02-24,2025-04-14,Single Day Entry,1,50,False,Australia,2025-02,2025-04,49,50
Berowra,NSW,2081,AU,Y,2025-02-24,2025-04-23,Give & Gather Bag,1,15,False,Australia,2025-02,2025-04,58,15
St Marys,NSW,2760,AU,N,2025-02-24,2025-04-14,Single Day Entry,1,50,False,Australia,2025-02,2025-04,49,50
Oberon,NSW,2787,AU,Y,2025-02-24,2025-04-12,Reserved Seating,1,50,False,Australia,2025-02,2025-04,47,50
Oberon,NSW,2787,AU,Y,2025-02-24,2025-04-12,Reserved Seating,4,50,False,Australia,2025-02,2025-04,47,200
Umina Beach,NSW,2257,AU,Y,2025-02-24,2025-04-14,Single Day Entry,1,50,False,Australia,2025-02,2025-04,49,50
Bexley,NSW,2207,AU,Y,2025-02-24,2025-04-13,Single Day Entry,1,50,False,Australia,2025-02,2025-04,48,50
Liverpool,NSW,2170,AU,Y,2025-02-24,2025-04-19,Single Day Entry,2,50,False,Australia,2025-02,2025-04,54,100
West Hoxton,NSW,2171,AU,Y,2025-02-24,2025-04-21,Single Day Entry,4,50,False,Australia,2025-02,2025-04,56,200
Thornton,NSW,2322,AU,N,2025-02-24,2025-04-14,Single Day Entry,2,50,False,Australia,2025-02,2025-04,49,100
Thornton,NSW,2322,AU,N,2025-02-24,2025-04-14,Single Day Entry,1,50,False,Australia,2025-02,2025-04,49,50
Orange,NSW,2800,AU,Y,2025-02-24,2025-04-13,Single Day Entry,3,50,False,Australia,2025-02,2025-04,48,150
Orange,NSW,2800,AU,Y,2025-02-24,2025-04-13,Single Day Entry,2,50,False,Australia,2025-02,2025-04,48,100
Orange,NSW,2800,AU,Y,2025-02-24,2025-04-13,Single Day Entry,1,50,False,Australia,2025-02,2025-04,48,50
Sydney,NSW,2170,AU,Y,2025-02-24,2025-04-18,Single Day Entry,4,50,False,Australia,2025-02,2025-04,53,200
Port Macquarie,NSW,2444,AU,N,2025-02-24,2025-04-19,Single Day Entry,4,50,False,Australia,2025-02,2025-04,54,200
Coburg,VIC,3058,AU,Y,2025-02-24,2025-04-21,Single Day Entry,1,50,False,Australia,2025-02,2025-04,56,50
Coburg,VIC,3058,AU,Y,2025-02-24,2025-04-21,Single Day Entry,1,50,False,Australia,2025-02,2025-04,56,50
West Wollongong,NSW,2500,AU,Y,2025-02-24,2025-04-18,Single Day Entry,1,50,False,Australia,2025-02,2025-04,53,50
West Wollongong,NSW,2500,AU,Y,2025-02-24,2025-04-18,Single Day Entry,1,50,False,Australia,2025-02,2025-04,53,50
West Pennant Hills,NSW,2125,AU,N,2025-02-24,2025-04-13,Single Day Entry,4,50,False,Australia,2025-02,2025-04,48,200
Ingleburn,NSW,2565,AU,Y,2025-02-24,2025-04-18,Single Day Entry,2,50,False,Australia,2025-02,2025-04,53,100
Lambton,NSW,2299,AU,Y,2025-02-24,2025-04-14,Single Day Entry,2,50,False,Australia,2025-02,2025-04,49,100
Lambton,NSW,2299,AU,Y,2025-02-24,2025-04-23,Give & Gather Bag,1,15,False,Australia,2025-02,2025-04,58,15
Bayview Heights,QLD,4868,AU,N,2025-02-24,2025-04-11,Reserved Seating,1,50,False,Australia,2025-02,2025-04,46,50
Bayview Heights,QLD,4868,AU,N,2025-02-24,2025-04-11,Reserved Seating,1,50,False,Australia,2025-02,2025-04,46,50
Ryde,NSW,2112,AU,N,2025-02-24,2025-04-18,Single Day Entry,3,50,False,Australia,2025-02,2025-04,53,150
Ryde,NSW,2112,AU,N,2025-02-24,2025-04-18,Single Day Entry,1,50,False,Australia,2025-02,2025-04,53,50
Ryde,NSW,2112,AU,N,2025-02-24,2025-04-18,Single Day Entry,2,50,False,Australia,2025-02,2025-04,53,100
Mackay,QLD,8011,AU,Y,2025-02-24,2025-04-11,Reserved Seating,2,50,False,Australia,2025-02,2025-04,46,100
Melonba,NSW,2765,AU,Y,2025-02-24,2025-04-21,Single Day Entry,2,50,False,Australia,2025-02,2025-04,56,100
Melonba,NSW,2765,AU,Y,2025-02-24,2025-04-21,Single Day Entry,1,50,False,Australia,2025-02,2025-04,56,50
Kurnell,NSW,2231,AU,Y,2025-02-24,2025-04-20,Single Day Entry,3,50,False,Australia,2025-02,2025-04,55,150
Catherine Hill Bay,NSW,2281,AU,N,2025-02-24,2025-04-18,Single Day Entry,2,50,False,Australia,2025-02,2025-04,53,100
Blackbutt,NSW,2529,AU,N,2025-02-24,2025-04-21,Single Day Entry,1,50,False,Australia,2025-02,2025-04,56,50
Blackbutt,NSW,2529,AU,N,2025-02-24,2025-04-21,Single Day Entry,4,50,False,Australia,2025-02,2025-04,56,200
Sydney,NSW,2075,AU,Y,2025-02-24,2025-04-14,Single Day Entry,2,50,False,Australia,2025-02,2025-04,49,100
Sydney,NSW,2075,AU,Y,2025-02-24,2025-04-14,Single Day Entry,1,50,False,Australia,2025-02,2025-04,49,50
Wetherill Park,NSW,2164,AU,Y,2025-02-24,2025-04-18,Single Day Entry,4,50,False,Australia,2025-02,2025-04,53,200
Balaclava,NSW,2575,AU,Y,2025-02-24,2025-04-14,Single Day Entry,4,50,False,Australia,2025-02,2025-04,49,200
Bradbury,NSW,2560,AU,Y,2025-02-24,2025-04-14,Single Day Entry,3,50,False,Australia,2025-02,2025-04,49,150
Gold Coast,QLD,4210,AU,Y,2025-02-24,2025-04-12,Reserved Seating,2,50,False,Australia,2025-02,2025-04,47,100
Parramatta,NSW,2150,AU,N,2025-02-24,2025-04-19,Single Day Entry,4,50,False,Australia,2025-02,2025-04,54,200
Meringandan West,QLD,4352,AU,Y,2025-02-24,2025-04-14,Single Day Entry,2,50,False,Australia,2025-02,2025-04,49,100
Yenda,NSW,2681,AU,Y,2025-02-24,2025-04-19,Single Day Entry,4,50,False,Australia,2025-02,2025-04,54,200
Balaclava,NSW,2575,AU,Y,2025-02-24,2025-04-20,Single Day Entry,4,50,False,Australia,2025-02,2025-04,55,200
Marsden Park,NSW,2765,AU,N,2025-02-24,2025-04-11,Reserved Seating,2,50,False,Australia,2025-02,2025-04,46,100
Forbes,NSW,2871,AU,Y,2025-02-24,2025-04-15,Single Day Entry,2,50,False,Australia,2025-02,2025-04,50,100
Queanbeyan East,NSW,2620,AU,Y,2025-02-24,2025-04-19,Single Day Entry,2,50,False,Australia,2025-02,2025-04,54,100
Meringandan West,QLD,4352,AU,Y,2025-02-24,2025-04-15,Single Day Entry,2,50,False,Australia,2025-02,2025-04,50,100
Sydney,NSW,2000,AU,Y,2025-02-24,2025-04-13,Single Day Entry,1,50,False,Australia,2025-02,2025-04,48,50
Sutherland,NSW,2232,AU,N,2025-02-24,2025-04-18,Single Day Entry,2,50,False,Australia,2025-02,2025-04,53,100
Drummoyne,NSW,2047,AU,Y,2025-02-24,2025-04-15,Single Day Entry,2,50,False,Australia,2025-02,2025-04,50,100
Drummoyne,NSW,2047,AU,Y,2025-02-24,2025-04-15,Single Day Entry,2,50,False,Australia,2025-02,2025-04,50,100
Sylvania,NSW,2224,AU,N,2025-02-24,2025-04-13,Single Day Entry,1,50,False,Australia,2025-02,2025-04,48,50
Sylvania,NSW,2224,AU,N,2025-02-24,2025-04-13,Single Day Entry,1,50,False,Australia,2025-02,2025-04,48,50
Sylvania,NSW,2224,AU,N,2025-02-24,2025-04-13,Single Day Entry,2,50,False,Australia,2025-02,2025-04,48,100
Horseshoe Bay,QLD,4819,AU,N,2025-02-24,2025-04-21,Single Day Entry,1,50,False,Australia,2025-02,2025-04,56,50
Horseshoe Bay,QLD,4819,AU,N,2025-02-24,2025-04-21,Single Day Entry,1,50,False,Australia,2025-02,2025-04,56,50
Oatley,NSW,2223,AU,N,2025-02-24,2025-04-21,Single Day Entry,4,50,False,Australia,2025-02,2025-04,56,200
Hinchinbrook,NSW,2168,AU,Y,2025-02-24,2025-04-20,Single Day Entry,2,50,False,Australia,2025-02,2025-04,55,100
Chipping Norton,NSW,2170,AU,Y,2025-02-24,2025-04-13,Single Day Entry,1,50,False,Australia,2025-02,2025-04,48,50
Chipping Norton,NSW,2170,AU,Y,2025-02-24,2025-04-13,Single Day Entry,1,50,False,Australia,2025-02,2025-04,48,50
Auburn,NSW,2144,AU,Y,2025-02-24,2025-04-14,Single Day Entry,1,50,False,Australia,2025-02,2025-04,49,50
Auburn,NSW,2144,AU,Y,2025-02-24,2025-04-14,Single Day Entry,1,50,False,Australia,2025-02,2025-04,49,50
Menai,NSW,2234,AU,Y,2025-02-24,2025-04-14,Reserved Seating,3,50,False,Australia,2025-02,2025-04,49,150
Blacktown,NSW,2148,AU,Y,2025-02-24,2025-04-19,Single Day Entry,1,50,False,Australia,2025-02,2025-04,54,50
Blacktown,NSW,2148,AU,Y,2025-02-24,2025-04-19,Single Day Entry,2,50,False,Australia,2025-02,2025-04,54,100
Shell Cove,NSW,2529,AU,N,2025-02-24,2025-04-19,Single Day Entry,2,50,False,Australia,2025-02,2025-04,54,100
Shell Cove,NSW,2529,AU,N,2025-02-24,2025-04-19,Single Day Entry,1,50,False,Australia,2025-02,2025-04,54,50
Girraween,NSW,2145,AU,Y,2025-02-24,2025-04-13,Single Day Entry,2,50,False,Australia,2025-02,2025-04,48,100
Girraween,NSW,2145,AU,Y,2025-02-24,2025-04-13,Single Day Entry,1,50,False,Australia,2025-02,2025-04,48,50
Bankstown,NSW,2200,AU,Y,2025-02-24,2025-04-14,Single Day Entry,2,50,False,Australia,2025-02,2025-04,49,100
The Oaks,NSW,2570,AU,Y,2025-02-24,2025-04-13,Single Day Entry,4,50,False,Australia,2025-02,2025-04,48,200
The Oaks,NSW,2570,AU,Y,2025-02-24,2025-04-13,Single Day Entry,1,50,False,Australia,2025-02,2025-04,48,50
Gordon,NSW,2072,AU,Y,2025-02-24,2025-04-20,Angus Steakhouse,1,50,False,Australia,2025-02,2025-04,55,50
Gordon,NSW,2072,AU,Y,2025-02-24,2025-04-20,Single Day Entry,4,50,False,Australia,2025-02,2025-04,55,200
Sutherland,NSW,2232,AU,Y,2025-02-24,2025-04-18,Single Day Entry,3,50,False,Australia,2025-02,2025-04,53,150
Wagga Wagga,NSW,2650,AU,N,2025-02-24,2025-04-14,Reserved Seating,2,50,False,Australia,2025-02,2025-04,49,100
Chatswood,NSW,2067,AU,Y,2025-02-24,2025-04-13,Single Day Entry,2,50,False,Australia,2025-02,2025-04,48,100
Chatswood,NSW,2067,AU,Y,2025-02-24,2025-04-13,Single Day Entry,1,50,False,Australia,2025-02,2025-04,48,50
Kurnell,NSW,2231,AU,Y,2025-02-24,2025-04-14,Single Day Entry,3,50,False,Australia,2025-02,2025-04,49,150
Kurnell,NSW,2231,AU,Y,2025-02-24,2025-04-14,Single Day Entry,1,50,False,Australia,2025-02,2025-04,49,50
Mount Colah,NSW,2079,AU,N,2025-02-24,2025-04-19,Single Day Entry,4,50,False,Australia,2025-02,2025-04,54,200
Sydney,NSW,2017,AU,Y,2025-02-24,2025-04-14,Single Day Entry,1,50,False,Australia,2025-02,2025-04,49,50
Koonawarra,NSW,2530,AU,N,2025-02-24,2025-04-14,Single Day Entry,1,50,False,Australia,2025-02,2025-04,49,50
Dural,NSW,2158,AU,N,2025-02-24,2025-04-21,Single Day Entry,2,50,False,Australia,2025-02,2025-04,56,100
West Hoxton,NSW,2171,AU,Y,2025-02-24,2025-04-12,After 4pm Entry,2,35,False,Australia,2025-02,2025-04,47,70
Lake Cathie,NSW,2445,AU,N,2025-02-24,2025-04-11,Reserved Seating,1,50,False,Australia,2025-02,2025-04,46,50
Lake Cathie,NSW,2445,AU,N,2025-02-24,2025-04-11,Reserved Seating,1,50,False,Australia,2025-02,2025-04,46,50
Sydney,NSW,2234,AU,Y,2025-02-24,2025-04-21,Single Day Entry,4,50,False,Australia,2025-02,2025-04,56,200
Currans Hill,NSW,2567,AU,N,2025-02-24,2025-04-19,Single Day Entry,1,50,False,Australia,2025-02,2025-04,54,50
Currans Hill,NSW,2567,AU,N,2025-02-24,2025-04-19,Single Day Entry,2,50,False,Australia,2025-02,2025-04,54,100
Currans Hill,NSW,2567,AU,N,2025-02-24,2025-04-19,Single Day Entry,4,50,False,Australia,2025-02,2025-04,54,200
Lane Cove,NSW,2066,AU,N,2025-02-24,2025-04-11,Reserved Seating,1,50,False,Australia,2025-02,2025-04,46,50
Lane Cove,NSW,2066,AU,N,2025-02-24,2025-04-11,Reserved Seating,1,50,False,Australia,2025-02,2025-04,46,50
Gosford,NSW,2250,AU,N,2025-02-24,2025-04-19,Single Day Entry,2,50,False,Australia,2025-02,2025-04,54,100
Gosford,NSW,2250,AU,N,2025-02-24,2025-04-19,Single Day Entry,1,50,False,Australia,2025-02,2025-04,54,50
Raymond Terrace,NSW,2324,AU,N,2025-02-24,2025-04-18,Single Day Entry,1,50,False,Australia,2025-02,2025-04,53,50
Raymond Terrace,NSW,2324,AU,N,2025-02-24,2025-04-18,Single Day Entry,4,50,False,Australia,2025-02,2025-04,53,200
Kariong,NSW,2250,AU,Y,2025-02-24,2025-04-12,Reserved Seating,4,50,False,Australia,2025-02,2025-04,47,200
Riverstone,NSW,2765,AU,Y,2025-02-24,2025-04-13,Single Day Entry,2,50,False,Australia,2025-02,2025-04,48,100
Wareemba,NSW,2046,AU,N,2025-02-24,2025-04-14,Single Day Entry,4,50,False,Australia,2025-02,2025-04,49,200
Raby,NSW,2566,AU,N,2025-02-24,2025-04-12,Reserved Seating,12,50,False,Australia,2025-02,2025-04,47,600
Strathfield,NSW,2135,AU,Y,2025-02-24,2025-04-12,Reserved Seating,2,50,False,Australia,2025-02,2025-04,47,100
Strathfield,NSW,2135,AU,Y,2025-02-24,2025-04-12,Reserved Seating,4,50,False,Australia,2025-02,2025-04,47,200
Springfield,NSW,2250,AU,N,2025-02-24,2025-04-13,Single Day Entry,2,50,False,Australia,2025-02,2025-04,48,100
Springfield,NSW,2250,AU,N,2025-02-24,2025-04-13,Single Day Entry,4,50,False,Australia,2025-02,2025-04,48,200
Ingleburn,NSW,2565,AU,Y,2025-02-24,2025-04-20,Single Day Entry,4,50,False,Australia,2025-02,2025-04,55,200
Kingswood,NSW,2747,AU,Y,2025-02-24,2025-04-14,Single Day Entry,2,50,False,Australia,2025-02,2025-04,49,100
Prospect,NSW,2148,AU,N,2025-02-24,2025-04-18,Single Day Entry,2,50,False,Australia,2025-02,2025-04,53,100
Prospect,NSW,2148,AU,N,2025-02-24,2025-04-23,Donation,2,10,False,Australia,2025-02,2025-04,58,20
Glenmore Park,NSW,2745,AU,Y,2025-02-24,2025-04-14,Single Day Entry,1,50,False,Australia,2025-02,2025-04,49,50
Glenmore Park,NSW,2745,AU,Y,2025-02-24,2025-04-14,Single Day Entry,4,50,False,Australia,2025-02,2025-04,49,200
Strathfield,NSW,2135,AU,Y,2025-02-24,2025-04-12,Reserved Seating,2,50,False,Australia,2025-02,2025-04,47,100
Strathfield,NSW,2135,AU,Y,2025-02-24,2025-04-12,Reserved Seating,1,50,False,Australia,2025-02,2025-04,47,50
Lidcombe,NSW,2141,AU,Y,2025-02-24,2025-04-14,Single Day Entry,2,50,False,Australia,2025-02,2025-04,49,100
Gregory Hills,NSW,2557,AU,N,2025-02-24,2025-04-18,Single Day Entry,1,50,False,Australia,2025-02,2025-04,53,50
North Ryde,NSW,2113,AU,Y,2025-02-24,2025-04-13,Single Day Entry,2,50,False,Australia,2025-02,2025-04,48,100
North Ryde,NSW,2113,AU,Y,2025-02-24,2025-04-13,Single Day Entry,1,50,False,Australia,2025-02,2025-04,48,50
North Ryde,NSW,2113,AU,Y,2025-02-24,2025-04-13,Single Day Entry,1,50,False,Australia,2025-02,2025-04,48,50
Malabar,NSW,2036,AU,N,2025-02-24,2025-04-14,Single Day Entry,2,50,False,Australia,2025-02,2025-04,49,100
Aberglasslyn,NSW,2320,AU,Y,2025-02-24,2025-04-18,Single Day Entry,2,50,False,Australia,2025-02,2025-04,53,100
Aberglasslyn,NSW,2320,AU,Y,2025-02-24,2025-04-18,Single Day Entry,1,50,False,Australia,2025-02,2025-04,53,50
Bass Hill,NSW,2197,AU,N,2025-02-24,2025-04-15,Single Day Entry,1,50,False,Australia,2025-02,2025-04,50,50
Bass Hill,NSW,2197,AU,N,2025-02-24,2025-04-15,Single Day Entry,4,50,False,Australia,2025-02,2025-04,50,200
San Remo,NSW,2262,AU,N,2025-02-24,2025-04-19,Single Day Entry,2,50,False,Australia,2025-02,2025-04,54,100
Kowloon,,0,HK,N,2025-02-24,2025-04-19,Single Day Entry,4,50,True,International,2025-02,2025-04,54,200
Concord,NSW,2137,AU,Y,2025-02-24,2025-04-21,Single Day Entry,2,50,False,Australia,2025-02,2025-04,56,100
Concord,NSW,2137,AU,Y,2025-02-24,2025-04-21,Single Day Entry,1,50,False,Australia,2025-02,2025-04,56,50
Concord,NSW,2137,AU,Y,2025-02-24,2025-04-23,Give & Gather Bag,1,15,False,Australia,2025-02,2025-04,58,15
Ruse,NSW,2560,AU,Y,2025-02-24,2025-04-14,Dino Adventures,2,25,False,Australia,2025-02,2025-04,49,50
Ruse,NSW,2560,AU,Y,2025-02-24,2025-04-14,Single Day Entry,1,50,False,Australia,2025-02,2025-04,49,50
Ruse,NSW,2560,AU,Y,2025-02-24,2025-04-14,Single Day Entry,1,50,False,Australia,2025-02,2025-04,49,50
Parkes,NSW,2870,AU,N,2025-02-24,2025-04-19,Single Day Entry,2,50,False,Australia,2025-02,2025-04,54,100
Parkes,NSW,2870,AU,N,2025-02-24,2025-04-19,Single Day Entry,1,50,False,Australia,2025-02,2025-04,54,50
Parkes,NSW,2870,AU,N,2025-02-24,2025-04-19,Single Day Entry,2,50,False,Australia,2025-02,2025-04,54,100
Parkes,NSW,2870,AU,N,2025-02-24,2025-04-19,Single Day Entry,4,50,False,Australia,2025-02,2025-04,54,200
Hamilton,NSW,2303,AU,Y,2025-02-24,2025-04-13,Single Day Entry,1,50,False,Australia,2025-02,2025-04,48,50
Hamilton,NSW,2303,AU,Y,2025-02-24,2025-04-13,Single Day Entry,1,50,False,Australia,2025-02,2025-04,48,50
Hamilton,NSW,2303,AU,Y,2025-02-24,2025-04-13,Single Day Entry,2,50,False,Australia,2025-02,2025-04,48,100
Figtree,NSW,2525,AU,N,2025-02-24,2025-04-18,Single Day Entry,2,50,False,Australia,2025-02,2025-04,53,100
Blacktown,NSW,2148,AU,N,2025-02-24,2025-04-18,Single Day Entry,2,50,False,Australia,2025-02,2025-04,53,100
Bidwill,NSW,2770,AU,N,2025-02-24,2025-04-14,Single Day Entry,2,50,False,Australia,2025-02,2025-04,49,100
Earlwood,NSW,2206,AU,N,2025-02-24,2025-04-18,Single Day Entry,3,50,False,Australia,2025-02,2025-04,53,150
North Turramurra,NSW,2074,AU,N,2025-02-24,2025-04-20,Single Day Entry,2,50,False,Australia,2025-02,2025-04,55,100
North Turramurra,NSW,2074,AU,N,2025-02-24,2025-04-20,Single Day Entry,1,50,False,Australia,2025-02,2025-04,55,50
Wellington,NSW,2820,AU,Y,2025-02-24,2025-04-15,Single Day Entry,1,50,False,Australia,2025-02,2025-04,50,50
Wellington,NSW,2820,AU,Y,2025-02-24,2025-04-15,Single Day Entry,2,50,False,Australia,2025-02,2025-04,50,100
Baulkham Hills,NSW,2153,AU,Y,2025-02-24,2025-04-14,Single Day Entry,2,50,False,Australia,2025-02,2025-04,49,100
Turrella,NSW,2205,AU,N,2025-02-24,2025-04-19,Single Day Entry,2,50,False,Australia,2025-02,2025-04,54,100
Brighton-Le-Sands,NSW,2216,AU,Y,2025-02-24,2025-04-21,Bianco - The Viewing,1,25,False,Australia,2025-02,2025-04,56,25
Brighton-Le-Sands,NSW,2216,AU,Y,2025-02-24,2025-04-21,Single Day Entry,2,50,False,Australia,2025-02,2025-04,56,100
Bankstown,NSW,2200,AU,Y,2025-02-24,2025-04-13,Single Day Entry,4,50,False,Australia,2025-02,2025-04,48,200
Hurstville,NSW,2220,AU,Y,2025-02-24,2025-04-15,Single Day Entry,1,50,False,Australia,2025-02,2025-04,50,50
Baulkham Hills,NSW,2153,AU,Y,2025-02-24,2025-04-13,Angus Steakhouse,2,50,False,Australia,2025-02,2025-04,48,100
Baulkham Hills,NSW,2153,AU,Y,2025-02-24,2025-04-13,Single Day Entry,2,50,False,Australia,2025-02,2025-04,48,100
Lake Bathurst,NSW,2580,AU,N,2025-02-24,2025-04-14,Single Day Entry,2,50,False,Australia,2025-02,2025-04,49,100
Mount Pritchard,NSW,2170,AU,Y,2025-02-24,2025-04-14,Single Day Entry,1,50,False,Australia,2025-02,2025-04,49,50
Mount Pritchard,NSW,2170,AU,Y,2025-02-24,2025-04-14,Single Day Entry,1,50,False,Australia,2025-02,2025-04,49,50
Mount Pritchard,NSW,2170,AU,Y,2025-02-24,2025-04-14,Single Day Entry,1,50,False,Australia,2025-02,2025-04,49,50
Hughes,ACT,2605,AU,Y,2025-02-24,2025-04-12,Reserved Seating,4,50,False,Australia,2025-02,2025-04,47,200
Leumeah,NSW,2560,AU,Y,2025-02-24,2025-04-18,Single Day Entry,2,50,False,Australia,2025-02,2025-04,53,100
Alexandria,NSW,2015,AU,N,2025-02-24,2025-04-20,Single Day Entry,2,50,False,Australia,2025-02,2025-04,55,100
Wangi Wangi,NSW,2267,AU,Y,2025-02-24,2025-04-11,Reserved Seating,1,50,False,Australia,2025-02,2025-04,46,50
Wangi Wangi,NSW,2267,AU,Y,2025-02-24,2025-04-11,Reserved Seating,1,50,False,Australia,2025-02,2025-04,46,50
Wangi Wangi,NSW,2267,AU,Y,2025-02-24,2025-04-11,Reserved Seating,1,50,False,Australia,2025-02,2025-04,46,50
Botany,NSW,2019,AU,N,2025-02-24,2025-04-19,Single Day Entry,4,50,False,Australia,2025-02,2025-04,54,200
Canada Bay,NSW,2046,AU,Y,2025-02-24,2025-04-13,Single Day Entry,2,50,False,Australia,2025-02,2025-04,48,100
Rhodes,NSW,2138,AU,Y,2025-02-24,2025-04-15,Single Day Entry,1,50,False,Australia,2025-02,2025-04,50,50
Rhodes,NSW,2138,AU,Y,2025-02-24,2025-04-15,Single Day Entry,1,50,False,Australia,2025-02,2025-04,50,50
Wollongong,NSW,2500,AU,N,2025-02-24,2025-04-14,Dino Adventures,5,25,False,Australia,2025-02,2025-04,49,125
Wollongong,NSW,2500,AU,N,2025-02-24,2025-04-14,Single Day Entry,2,50,False,Australia,2025-02,2025-04,49,100
Wollongong,NSW,2500,AU,N,2025-02-24,2025-04-14,Single Day Entry,1,50,False,Australia,2025-02,2025-04,49,50
Wollongong,NSW,2500,AU,N,2025-02-24,2025-04-14,Single Day Entry,4,50,False,Australia,2025-02,2025-04,49,200
Erskine Park,NSW,2759,AU,N,2025-02-24,2025-04-13,Single Day Entry,2,50,False,Australia,2025-02,2025-04,48,100
Erskine Park,NSW,2759,AU,N,2025-02-24,2025-04-13,Single Day Entry,4,50,False,Australia,2025-02,2025-04,48,200
Ashfield,NSW,2131,AU,N,2025-02-24,2025-04-15,Single Day Entry,4,50,False,Australia,2025-02,2025-04,50,200
Edmondson Park,NSW,2174,AU,Y,2025-02-24,2025-04-20,Single Day Entry,4,50,False,Australia,2025-02,2025-04,55,200
Hunters Hill,NSW,2110,AU,N,2025-02-24,2025-04-18,Single Day Entry,2,50,False,Australia,2025-02,2025-04,53,100
Oxley Park,NSW,2760,AU,Y,2025-02-24,2025-04-20,Single Day Entry,5,50,False,Australia,2025-02,2025-04,55,250
Oxley Park,NSW,2760,AU,Y,2025-02-24,2025-04-20,Single Day Entry,1,50,False,Australia,2025-02,2025-04,55,50
Georges Hall,NSW,2198,AU,Y,2025-02-24,2025-04-13,Single Day Entry,2,50,False,Australia,2025-02,2025-04,48,100
Hurstville,NSW,2074,AU,Y,2025-02-24,2025-04-12,Reserved Seating,1,50,False,Australia,2025-02,2025-04,47,50
Hurstville,NSW,2074,AU,Y,2025-02-24,2025-04-12,Reserved Seating,4,50,False,Australia,2025-02,2025-04,47,200
Beverly Hills,NSW,2209,AU,Y,2025-02-24,2025-04-14,Single Day Entry,2,50,False,Australia,2025-02,2025-04,49,100
Glenmore Park,NSW,2745,AU,N,2025-02-24,2025-04-19,Single Day Entry,1,50,False,Australia,2025-02,2025-04,54,50
Glenmore Park,NSW,2745,AU,N,2025-02-24,2025-04-19,Single Day Entry,4,50,False,Australia,2025-02,2025-04,54,200
Murrumbeena,VIC,3163,AU,Y,2025-02-24,2025-04-20,Single Day Entry,1,50,False,Australia,2025-02,2025-04,55,50
Murrumbeena,VIC,3163,AU,Y,2025-02-24,2025-04-20,Single Day Entry,1,50,False,Australia,2025-02,2025-04,55,50
Murrumbeena,VIC,3163,AU,Y,2025-02-24,2025-04-20,Single Day Entry,4,50,False,Australia,2025-02,2025-04,55,200
Auburn,NSW,2144,AU,Y,2025-02-24,2025-04-18,Single Day Entry,1,50,False,Australia,2025-02,2025-04,53,50
Auburn,NSW,2144,AU,Y,2025-02-24,2025-04-18,Single Day Entry,1,50,False,Australia,2025-02,2025-04,53,50
Auburn,NSW,2144,AU,Y,2025-02-24,2025-04-18,Single Day Entry,2,50,False,Australia,2025-02,2025-04,53,100
Darlinghurst,NSW,2010,AU,N,2025-02-24,2025-04-15,Single Day Entry,1,50,False,Australia,2025-02,2025-04,50,50
Darlinghurst,NSW,2010,AU,N,2025-02-24,2025-04-15,Single Day Entry,1,50,False,Australia,2025-02,2025-04,50,50
Peakhurst Heights,NSW,2210,AU,Y,2025-02-24,2025-04-12,Angus Steakhouse,3,50,False,Australia,2025-02,2025-04,47,150
Peakhurst Heights,NSW,2210,AU,Y,2025-02-24,2025-04-12,Reserved Seating,1,50,False,Australia,2025-02,2025-04,47,50
Peakhurst Heights,NSW,2210,AU,Y,2025-02-24,2025-04-12,Reserved Seating,4,50,False,Australia,2025-02,2025-04,47,200
South Windsor,NSW,2756,AU,Y,2025-02-24,2025-04-15,Single Day Entry,1,50,False,Australia,2025-02,2025-04,50,50
South Windsor,NSW,2756,AU,Y,2025-02-24,2025-04-15,Single Day Entry,1,50,False,Australia,2025-02,2025-04,50,50
South Windsor,NSW,2756,AU,Y,2025-02-24,2025-04-15,Single Day Entry,1,50,False,Australia,2025-02,2025-04,50,50
Bowral,NSW,2576,AU,Y,2025-02-24,2025-04-12,Reserved Seating,2,50,False,Australia,2025-02,2025-04,47,100
